rule_id,entity_id,entity_origin,target_origin,compound_name,synonyms,compound_class,subclass,formula,exact_mass,ion_mode,adduct,reported_precursor_mz,reported_fragments,reported_neutral_losses,literature_status,derivation_id,evidence_ids,review_status,review_note
cmp_befdb45de7a490,entity_befdb45de7a4904f,reported,reported,Dehydrated-protop anaxatriol+Xyl/Ara,,ginsenoside,,C59H98O27,1238.62954788693,negative,[M-H]-,1237.6221,1105.5785;943.5281,,reported,,chunk_102851b28cd2684daced,candidate,Structured compound record mined from local corpus text.
cmp_6d73bf42443ed4,entity_6d73bf42443ed491,reported,reported,Yesanchinoside Disomer,,ginsenoside,,C44H74O15,842.50277167857,negative,[M-H]-,841.4941,799.4834;637.4296,,reported,,chunk_102851b28cd2684daced,candidate,Structured compound record mined from local corpus text.
cmp_c592ae94c879d1,entity_c592ae94c879d117,reported,reported,Ginsenoside Roisomer,,ginsenoside,,C48H76O19,956.4980802213099,negative,[M-H]-,955.4905,793.4385;731.4379;569.3853;455.3515;793.4365;731.4373;613.3727;569.3859;455.3513;731.437;793.4389;731.4376;613.3753;569.3854;455.3521;793.4373;731.4371;613.3723;569.3849;455.3546;793.4395;731.441;613.3735;569.3845;455.353,,reported,,chunk_7519431f90e107f1736f;chunk_abeb54b16c535d32f9f1;claim_struct_d2845c380d4c304d;chunk_d95386c7dce56ddc065c;claim_struct_7b135461e7a31c59;chunk_b2ccac77631f21ff0087;claim_struct_bed88ac09ef666ea;chunk_8ffa28b78e00a2455654;claim_struct_a088900f36d0d08f;chunk_4c9bb249b2cebe917e64;claim_struct_3808674f3d303b72,candidate,Structured compound record mined from local corpus text.
cmp_e611f6ef3541be,entity_e611f6ef3541beb7,reported,reported,Ginsenoside Rfisomer,,ginsenoside,,C42H72O14,800.49220699454,negative,[M-H]-,799.484,637.435;475.3799;637.4321;475.377;637.4308;475.3791;637.4288;475.3797;637.4313;475.379;637.4311;475.3783;637.4297;475.3792;637.4304;475.3803,,reported,,chunk_a07f616ac30310f6faa3;chunk_6bc5dc26da5fecb7cb04;chunk_65ccb4c6bb72e448deb8;claim_struct_e6d36f388236ba6d;chunk_1d6dc9a8253a48eebf6a;claim_struct_05e44c7c8f51d83d;chunk_0a285cbc653405c6972a;claim_struct_4409402922309e1d;chunk_3e4eaa256ea0fe4e6944;claim_struct_35a5dc723a46553b;chunk_80bfa2896df4fa2a9e7a;claim_struct_419879398dffc23a;chunk_92c648f4a1985dd9e150;claim_struct_5f70c0ef21091a9c,candidate,Structured compound record mined from local corpus text.
cmp_aa61948618cac8,entity_aa61948618cac84f,reported,reported,Dehydrogenated-pr otopanaxatriol+,,ginsenoside,,C41H68O13,768.46599224605,negative,[M-H]-,767.4588,635.4172;473.3636,,reported,,chunk_02fc64befa8c8d4be87e,candidate,Structured compound record mined from local corpus text.
cmp_34239c709c989d,entity_34239c709c989da9,reported,reported,Malonyl-vina-ginse,,ginsenoside,,C51H84O22,1048.54542433786,negative,[M-H]-,1047.5367,799.4898;961.5318;915.5379,,reported,,chunk_b67dc221b89959e5d714;chunk_55f210c2f49de2004f27;claim_struct_4a02b5b7a9a61f2f;chunk_b905ca27f5c1db92d79b,candidate,Structured compound record mined from local corpus text.
cmp_9b2894e5282c86,entity_9b2894e5282c86b8,reported,reported,Ginsenoside Ra6 isomer,,ginsenoside,,C58H96O24,1176.62915396376,negative,[M-H]-,1175.623,945.5481;783.4847;1107.5952;945.5443;783.4917;621.4363;459.3848;1107.5973;945.5471;783.4863;621.436;459.3829;1107.597;945.5442;783.4881;621.4355;459.3817;1107.5968;945.5483;783.4868;621.4406;459.3838,,reported,,chunk_0692c293240680f00cf3;chunk_aab2c0acdec5a9d1231e;claim_struct_6db102b69ca1a37f;chunk_1eda5cf61ffc0b41234f;claim_struct_4cf71a7f9f6a5985;chunk_374c9dcc69ad41336a9c;claim_struct_9dacfee9497acc2a;chunk_91bcf3554c365a167e59;claim_struct_c3bc8c64d873541c,candidate,Structured compound record mined from local corpus text.
cmp_4062a99e2977d8,entity_4062a99e2977d848,reported,reported,(E)-But-2-enoyl ginsenoside Ro,,ginsenoside,,C52H80O20,1024.5242949698,negative,[M-H]-,1023.5168,955.4902;793.4432;731.4376;613.3828;793.4422;613.3751;569.3848;955.4908;793.4405;455.3537;731.4371;613.3745;569.3858,,reported,,chunk_a1805dae0ab969b92d9b;chunk_5b173a9a641a8fe521c1;claim_struct_f43bfcb57f48d8b6;chunk_9d8e87c18587fd032c9f;claim_struct_b775a7ba1815b3bd;chunk_1a9c74f9d4969dc6ae23;claim_struct_d666735b3b3e7f4f,candidate,Structured compound record mined from local corpus text.
cmp_8581785325195c,entity_8581785325195cc3,reported,reported,Dehydrated-protop anaxatriol+Acetyl,,ginsenoside,,C56H92O24,1148.59785383484,negative,[M-H]-,1147.5891,1105.5797;943.5302;1105.58367;943.5201,,reported,,chunk_aa8d8b3dde7329892a70;chunk_f70006a5dbb6a890f16f;claim_struct_6b08c9dcd803c2e2,candidate,Structured compound record mined from local corpus text.
cmp_43795b417674fd,entity_43795b417674fdb1,reported,reported,Malonyl-ginsenosid e Rc/,,ginsenoside,,C56H92O25,1164.59276845441,negative,[M-H]-,1163.5829,1077.5968;945.5432;1077.6033;945.5459,,reported,,chunk_544962d9e757af72b5fb;chunk_f20c1da1fa3bf8f85bc2;claim_struct_9aa960eede04f317,candidate,Structured compound record mined from local corpus text.
cmp_72e3d2f4793416,entity_72e3d2f479341669,reported,reported,Di-malonyl-ginseno side Rb1 isomer,,ginsenoside,,C60H96O29,1280.60372706161,negative,[M-H]-,1279.5951,1107.5962;945.5468;783.4888;621.4373;459.3826;945.5401;621.4383;459.3836;1107.5977;945.5449;783.4931;621.4354;459.3859;1107.588;945.545;783.489;621.4353,,reported,,chunk_f70006a5dbb6a890f16f;chunk_fe26dc92858d4b96b171;chunk_0b019fc789cec76173a6;claim_struct_b1b5dfd654e0bc1f;chunk_0d0aae842aee66bb51c0;claim_struct_f13c3b8635994102,candidate,Structured compound record mined from local corpus text.
cmp_8811b136adf62e,entity_8811b136adf62e63,reported,reported,Ginsenoside Ra5 isomer,,ginsenoside,,C60H100O27,1252.64519795139,negative,[M-H]-,1251.6384,1077.582;945.5406;783.4877;621.4356;459.3829;1077.6005;945.556;783.4991;621.4448;459.3903;1077.5945;945.5418;783.4897;621.4377;459.3839;1209.6281;1077.5845;945.5412;783.4886;621.4381;1209.6289;1077.5865;945.5471;783.4902;621.4373;1209.6217;1077.5846;945.5435;783.4898;621.4362;1209.626;1077.5836;945.5417;783.4888;621.4368;1209.6288;1077.5878;945.5459;783.4923;621.4391;1209.6299;1077.5831;945.5436;783.4929;621.4393;1209.6194;945.5413;783.4884;621.4351;1209.6157;1077.5813;945.5343;783.4904;621.4333,,reported,,chunk_55f210c2f49de2004f27;chunk_e36fff589d05b0bd4f96;claim_struct_65c4540cae3b421c;chunk_4b5575185ac04dbbf9ca;claim_struct_7901809ffa12df9a;chunk_50a0716ff6fb1d42b86f;claim_struct_767dc666d4d05a72;chunk_568b49363764f10e05ca;claim_struct_08e4e0b00d934091;chunk_f0a48512c40ac08544b0;claim_struct_e9c360437bb86896;chunk_2650d1ff997ce776ca80;claim_struct_16594435959bd753;chunk_0a285cbc653405c6972a;claim_struct_0b7fb147a7129c59;chunk_476386f82283c445618e;claim_struct_d87bbf59062b38aa;chunk_39aa8ef15f5949ead0c3;claim_struct_3e5d228d2290e7b5;chunk_df9e2664ab1b7a1137b6;claim_struct_a06fab47c8771a32,candidate,Structured compound record mined from local corpus text.
cmp_e22e69c021568a,entity_e22e69c021568ad1,reported,reported,Malonyl-ginsenosid e Ra3,,ginsenoside,,C62H102O30,1326.64559187456,negative,[M-H]-,1325.6371,1239.6536;1107.5983;945.5456,,reported,,chunk_89a49526eff8480e1436,candidate,Structured compound record mined from local corpus text.
cmp_ef3458af4b19f8,entity_ef3458af4b19f881,reported,reported,Malonyl-ginsenosid e Rb1,,ginsenoside,,C57H94O26,1194.60333313844,negative,[M-H]-,1193.5947,1107.595;945.5453;783.4878;621.4369;459.3831,,reported,,chunk_e36fff589d05b0bd4f96,candidate,Structured compound record mined from local corpus text.
cmp_d5bd7b22eab764,entity_d5bd7b22eab764fc,reported,reported,Dehydrated-protop anaxatriol+Xyl+Ara,,ginsenoside,,C58H96O26,1208.6189832029,negative,[M-H]-,1207.613,1075.5701;943.5261,,reported,,chunk_7df389109b302b19a68c,candidate,Structured compound record mined from local corpus text.
cmp_5ee225bab8b75e,entity_5ee225bab8b75e26,reported,reported,Protopanaxadiol+4,,ginsenoside,,C63H104O31,1356.65615655859,negative,[M-H]-,1355.647,1269.5906,,reported,,chunk_7c67bfd36cf430699eb0,candidate,Structured compound record mined from local corpus text.
cmp_288d01c297fcb5,entity_288d01c297fcb521,reported,reported,Protopanaxadiol+,,ginsenoside,,C57H94O25,1178.60841851887,negative,[M-H]-,1309.6445,1223.6338;1223.6461;1223.6443;945.5461;1091.5942;945.5462;1091.5985;1091.5903;767.4928;783.4911;783.498;783.4874;929.5477;929.545;929.5476;929.5466;783.4908,,reported,,chunk_4b5575185ac04dbbf9ca;chunk_6481cf45205c44581f36;claim_struct_fd2c78af93ba035f;chunk_8ef2b2304209d04d794e;claim_struct_ac98572c85a915f8;chunk_9f93d616b48dc6c4b28a;chunk_e50f83e81ef51d0a4d2d;chunk_0edb26f83e294661a107;chunk_9561ac4f98bfc2e7508e;claim_struct_a82ee30ddb43ce90;chunk_82c7ad4af101ce1bd2b3;claim_struct_5fb0295b47505d78;chunk_1f945a4e6c57f6a91530;claim_struct_fe309e62a4e6d34f;chunk_fce95e25123bb51ed9d1;chunk_92c648f4a1985dd9e150;claim_struct_4c28f712984ad795;chunk_77bea7f5c6bbef5c402a;claim_struct_b1a4ab5ee8576224;chunk_0481201ed609cb07d833;claim_struct_ba2915c5edce7b98;chunk_53a3c3e1ea5838a2c45f;claim_struct_0a9560c26078a936;chunk_5d58df797280562a43af;chunk_441cb21f8494a5e0c20e;claim_struct_a4be451ac6493b0d;chunk_3eef6471b6cdf081af4a;claim_struct_0c1d0e667ac3c1a1;chunk_8e3994ffa45c83dc56d6;claim_struct_f290a84aa669c53b;chunk_c646401d2e906e38f260;claim_struct_ea67f5df86fddb56,candidate,Structured compound record mined from local corpus text.
cmp_faf1432c24f744,entity_faf1432c24f744da,reported,reported,Protopanaxadiol+Gl u A+3Glc,,ginsenoside,,C54H90O24,1122.5822037703801,negative,[M-H]-,1121.5722,1077.5829;945.5391;783.4904;621.4357;459.3828;1077.5846;945.5435;783.4907;621.4352;459.3841;1077.5817;783.4898;621.4363;459.3836;783.4855;621.4413;459.3825,,reported,,chunk_0b019fc789cec76173a6;chunk_52d793746aa180be918e;claim_struct_efa616fce306e027;chunk_3eea430edf01c4e20c82;claim_struct_eee51dafb1cbb0d6;chunk_5b173a9a641a8fe521c1;chunk_95f9f0c8cef7f2db7ca5;claim_struct_03dbb55d714d7fe5;chunk_8d1f745d2917756178b6;claim_struct_076751d5590b8758;chunk_51e6f38ccbff175393ef;claim_struct_07db76dcb89d02dc,candidate,Structured compound record mined from local corpus text.
cmp_01cef50a935814,entity_01cef50a93581451,reported,reported,Dehydrated-protop anaxatriol+3Glc+Xyl,,ginsenoside,,C53H88O22,1076.57672446678,negative,[M-H]-,1075.57,943.5248;781.4762;619.4203;457.3685;943.5227;781.4702;619.4219;457.3678;943.5288;781.4751,,reported,,chunk_2d345f4b12c50d054ab9;chunk_ac99fe31e42f34b62171;claim_struct_49dfcc75acdb2633;chunk_8d1f745d2917756178b6;claim_struct_ec2fd1151c8dd3b0,candidate,Structured compound record mined from local corpus text.
cmp_7d6b9f4e3dc344,entity_7d6b9f4e3dc3448d,reported,reported,Ginsenoside Rs2 isomer,,ginsenoside,,C55H92O23,1120.60293921527,negative,[M-H]-,1119.5968,1077.5806;945.5352;783.4962;621.4344;459.3892;1077.5841;945.5428;1077.584;945.5427;783.4883;621.436;459.3837;1077.5846;945.5458;783.4878;621.4374;459.3867;945.5414;783.4888;1077.5906;945.543;783.4906;621.4373;1077.5805;783.4879;621.439;459.3823,,reported,,chunk_50a0716ff6fb1d42b86f;chunk_05763dd3f38136cb1ae0;claim_struct_ef21c46c4bc0ab61;chunk_9fd23e120284663f1c75;claim_struct_0ba38cfb8139b30b;chunk_a9bfb981426416d043aa;claim_struct_9df1bd51df14b8a8;chunk_8b7b3892e822b72d7eda;claim_struct_d3a65bd16a8a7320;chunk_b2c4498f6ac24d8852c2;claim_struct_98f2f071ce0cd5f6;chunk_fce95e25123bb51ed9d1;claim_struct_7c0328caac8a3ec2,candidate,Structured compound record mined from local corpus text.
cmp_4e0c17cb78097c,entity_4e0c17cb78097cee,reported,reported,Chikusetsusaponin,,ginsenoside,,C42H66O14,794.44525680116,negative,[M-H]-,793.4357,631.3856;631.3849;631.3944;631.3845;631.3785;793.4389,,reported,,chunk_39bd4b90e138f733ce93;chunk_6bc5dc26da5fecb7cb04;claim_struct_8dfc67450be5f273;chunk_1d6dc9a8253a48eebf6a;claim_struct_69d79f29b6ac01a1;chunk_3dec00069bfcf8b7e161;chunk_b30b2c401321bfd9dbf3;claim_struct_8d7053b01cc67454;chunk_9d8e87c18587fd032c9f;claim_struct_ad90dc71f2d661b4;chunk_fe26dc92858d4b96b171,candidate,Structured compound record mined from local corpus text.
cmp_b5f4fb671cd327,entity_b5f4fb671cd32779,reported,reported,Malonyl-ginsenosid e Rc,,ginsenoside,,C56H92O25,1164.59276845441,negative,[M-H]-,1163.5837,1077.5847;945.5422;783.4894;621.4321,,reported,,chunk_38304d052dd5fcd54dde,candidate,Structured compound record mined from local corpus text.
cmp_f5a35bdebdc9fa,entity_f5a35bdebdc9fae4,reported,reported,Malonyl-ginsenosid e Rd isomer,,ginsenoside,,C51H84O21,1032.55050971829,negative,[M-H]-,1031.5433,945.5455;783.4893;621.4326;459.3844;945.545;783.4902;621.4332;459.3843;945.5349;783.4881;621.4369;459.3839;945.5422;783.4875;621.4376;945.5432;783.4888;621.4373;459.3849;945.5389;783.4896;459.3835,,reported,,chunk_9f93d616b48dc6c4b28a;chunk_8ef2b2304209d04d794e;chunk_5841c168bd2ba0ca31fe;claim_struct_1e65c2b6842193cf;chunk_8b7b3892e822b72d7eda;claim_struct_8193862fd094a499;chunk_6d60ab00db89febbcef4;claim_struct_9a916a30eecf7f1f;chunk_133ccee562bfb2e2d4f9;claim_struct_6fa67cdf3d20e21f,candidate,Structured compound record mined from local corpus text.
cmp_706498a33b480b,entity_706498a33b480b48,reported,reported,Di-malonyl-ginseno side Rb1,,ginsenoside,,C60H96O29,1280.60372706161,negative,[M-H]-,1279.5957,1107.5918;945.5438;783.486;621.4385;459.3857,,reported,,chunk_7ab3a9473e49eb2e1347,candidate,Structured compound record mined from local corpus text.
cmp_47afb5c48e1471,entity_47afb5c48e1471e8,reported,reported,Pseudo-ginsenoside isomer/Chikusetsus aponin IV isomer,,ginsenoside,,C47H74O18,926.48751553728,negative,[M-H]-,925.4802,793.4316;763.4323;613.3762;455.3538;793.4401;763.4348;613.3751;455.3525;793.4379;763.4317;613.3748;455.355;793.4382;763.4349;613.3756;455.3536,,reported,,chunk_d134add8cb0ba1834686;chunk_8ba64f3f1b3cda50595e;chunk_63b4fb4714c91f4cbafa;claim_struct_2dca914c9b097b6b;chunk_38b4a3259ed1cee22f8b;claim_struct_d409014e8ebe88b5,candidate,Structured compound record mined from local corpus text.
cmp_7d4b69ca000bf5,entity_7d4b69ca000bf5a2,reported,reported,Malonyl+Acetyl ginsenoside Ro,,ginsenoside,,C53H82O20,1038.53994503426,negative,[M-H]-,1083.5381,955.4847,,reported,,chunk_8f68abd7a5570ce8aa41,candidate,Structured compound record mined from local corpus text.
cmp_0a1ed86a076ee6,entity_0a1ed86a076ee608,reported,reported,Malonyl-notoginsen oside R4 isomer/Malonyl-gin,,ginsenoside,,C62H102O30,1326.64559187456,negative,[M-H]-,1325.6381,1239.6373;1107.5939,,reported,,chunk_f0a48512c40ac08544b0,candidate,Structured compound record mined from local corpus text.
cmp_2e8df23625e4b9,entity_2e8df23625e4b97c,reported,reported,Dehydrogenated-pr otopanaxatriol+Glc,,ginsenoside,,C36H60O9,636.42373350993,negative,[M-H]-,681.4225,473.3669,,reported,,chunk_0d0aae842aee66bb51c0,candidate,Structured compound record mined from local corpus text.
cmp_da488d21825f86,entity_da488d21825f8671,reported,reported,Malonyl-ginsenosid e Ro,,ginsenoside,,C51H78O22,1042.49847414448,negative,[M-H]-,1041.4895,997.5104;955.4934;937.4802;835.4501;793.4376;997.5105;955.4903;937.4792;835.4482;997.4968;835.4471;793.4371;731.4387;835.4457;793.438;731.4377,,reported,,chunk_3b867ed59739d5a22268;chunk_71567c3b0f3b034bed3f;claim_struct_c67dfc381fb437e8;chunk_f1834721f5ec0529066f;claim_struct_917552f3127db948;chunk_0edb26f83e294661a107;claim_struct_d0f05915ddfc983a,candidate,Structured compound record mined from local corpus text.
cmp_1f3444fefb1094,entity_1f3444fefb10942e,reported,reported,Malonyl-ginsenosid e Rb2,,ginsenoside,,C56H92O25,1164.59276845441,negative,[M-H]-,1163.5847,1077.5862;945.5449;783.4901;621.4371;459.3861,,reported,,chunk_ac99fe31e42f34b62171,candidate,Structured compound record mined from local corpus text.
cmp_ff84d9a02d61ca,entity_ff84d9a02d61ca07,reported,reported,Double bond hydrated-protopana xatriol+Glc,,ginsenoside,,C36H64O10,656.44994825842,negative,[M-H]-,701.4478,493.3874,,reported,,chunk_ddf20c4304c1d86a4b32,candidate,Structured compound record mined from local corpus text.
cmp_2157c34a7d7da2,entity_2157c34a7d7da20f,reported,reported,Acetyl-zingibroside,,ginsenoside,,C44H68O15,836.45582148519,negative,[M-H]-,835.45,793.4376;775.4375;631.3806;613.3728;455.3527,,reported,,chunk_ddf20c4304c1d86a4b32,candidate,Structured compound record mined from local corpus text.
cmp_01d77db40c99fc,entity_01d77db40c99fc7b,reported,reported,Oleanolic aglycone+,,ginsenoside,,C48H76O18,940.50316560174,negative,[M-H]-,939.4953,777.4439;777.4389,,reported,,chunk_e14520e195f2ba1a644f;chunk_b8b9a5fae780b9d8b381;claim_struct_06605c722a53233e,candidate,Structured compound record mined from local corpus text.
cmp_b84a691072c9c3,entity_b84a691072c9c3c4,reported,reported,Malonyl-ginsenosid e Rb3,,ginsenoside,,C56H92O25,1164.59276845441,negative,[M-H]-,1163.5842,1077.5854;945.5452;783.4902;621.4372;459.3836,,reported,,chunk_2f6f8a757f20e58b3e80,candidate,Structured compound record mined from local corpus text.
cmp_de49233ca47b22,entity_de49233ca47b22a4,reported,reported,Ginsenoside Rcisomer/Ginsenoside,,ginsenoside,,C53H90O22,1078.59237453124,negative,[M-H]-,1077.5831,945.5436;783.4892;945.5458;783.4869;945.537;783.4865;945.5454;783.493;945.5419;783.4922;945.5468;783.4909;945.5372;783.4919;945.5389;783.4933;945.543;783.4885;945.5441;783.4904;945.5417;783.4888;783.4782,,reported,,chunk_f059e8d6ce6bc62ed2e5;chunk_ef9bb6d4a9d09957c557;claim_struct_0120a05bb852b038;chunk_c86ec2a2865ee7560305;claim_struct_19b386778e8636a8;chunk_32d3d275956dffdaee25;claim_struct_d0afa0e641144638;chunk_fb8986cbb964d5cc051b;claim_struct_d65bf4e633bd7ef1;chunk_a74c7d47a84ba7aafd7f;claim_struct_ebeabc8efa32e634;chunk_0af3ee54d0b17804f1fe;claim_struct_f2822a98587a880f;chunk_8bece37dd089f24fc9c4;claim_struct_75f5d9c9dd3a01cf;chunk_d6962a0f130e4ea6a175;claim_struct_1aa4845edfbbe72f;chunk_46efbd07890aa5ac3a7f;claim_struct_0e79522db2899791;chunk_8ba64f3f1b3cda50595e;claim_struct_71d1d33696e07fb7;chunk_7ce0f8a11e845da300c5;claim_struct_009762e34347f632,candidate,Structured compound record mined from local corpus text.
cmp_136cc3b7c1c681,entity_136cc3b7c1c681aa,reported,reported,Di-malonyl-ginseno,,ginsenoside,,C54H85O24,1117.54307860923,negative,[M-H]-,1279.5959,1107.5955;945.5454;945.5441,,reported,,chunk_f059e8d6ce6bc62ed2e5;chunk_b5fe090dd395e229803f;chunk_4b012876ea4bcc012be5;claim_struct_149f4ec30201caff,candidate,Structured compound record mined from local corpus text.
cmp_a7433a9e007bf7,entity_a7433a9e007bf749,reported,reported,Protopanaxadiol+R ha+3Glc,,ginsenoside,,C53H88O23,1092.57163908635,negative,[M-H]-,1137.5699,945.5502;783.4934;621.441;459.3882;945.5308;783.4868;621.4352;459.3866;945.5442;783.4897;621.4383;459.3836;945.5432;783.4899;945.5422;783.4988;621.4345;459.3867;945.5434;783.4969;621.4361;459.3797;945.543;783.488;621.4366;459.3823,,reported,,chunk_414642d8a93c9930defd;chunk_869d5cf425aac2939f9a;chunk_32d3d275956dffdaee25;chunk_aab2c0acdec5a9d1231e;chunk_09e4d69a65b0f11dbce9;claim_struct_50cb7e6f2e415088;chunk_f0fb0dbd170263a39611;claim_struct_49ea5a7447bc5df2;chunk_36335c48873ce2c7c546;claim_struct_55dad79cf503cdb3;chunk_c172023bd1f1f4072366;claim_struct_23cc3dacfd142f3f,candidate,Structured compound record mined from local corpus text.
cmp_a08a833a37a944,entity_a08a833a37a944f3,reported,reported,Dehydrated-protop anaxatriol+3Glc,,ginsenoside,,C48H80O18,944.53446573066,negative,[M-H]-,943.5251,781.4766;619.4234;457.3694,,reported,,chunk_de99e4a819fb7f2362c1,candidate,Structured compound record mined from local corpus text.
cmp_e243682d43fe6c,entity_e243682d43fe6cce,reported,reported,Dehydrated-protop,,ginsenoside,,C50H82O19,986.54503041469,negative,[M-H]-,1031.5433,943.5408;943.5279,,reported,,chunk_1d6dc9a8253a48eebf6a;chunk_3e4eaa256ea0fe4e6944,candidate,Structured compound record mined from local corpus text.
cmp_f3c36782a47b23,entity_f3c36782a47b23a8,reported,reported,Protopanaxadio+Xy l/Ara+Glc+malonyl,,ginsenoside,,C50H82O20,1002.53994503426,negative,[M-H]-,1047.5387,915.5361;783.4871,,reported,,chunk_2dcc00c6d0a251ab5e2b,candidate,Structured compound record mined from local corpus text.
cmp_025a5fbadfd179,entity_025a5fbadfd17993,reported,reported,Ginsenoside Ra7 ismoer/Ginsenoside,,ginsenoside,,C57H94O23,1146.61858927973,negative,[M-H]-,1145.6084,945.5468;1077.5985;945.5368;1077.5864;945.5388;1077.5808;945.5503;1077.5845;945.5438;1077.5881;945.5385;1077.5804;945.5497,,reported,,chunk_df8f100886e84bfd856a;chunk_9561ac4f98bfc2e7508e;claim_struct_6a5552b59bbd7e84;chunk_133ccee562bfb2e2d4f9;claim_struct_77cc1f0f96f888e4;chunk_ceaf1c0b68c69db397db;claim_struct_b6804dd56a50f802;chunk_6a70309599669069c78b;claim_struct_894356e340810314;chunk_35d732b7aa3b6d1e7dcf;claim_struct_3d36d5bfdf28bf4d;chunk_c646401d2e906e38f260;claim_struct_dceb8fc54b821355,candidate,Structured compound record mined from local corpus text.
cmp_67e56912990bbf,entity_67e56912990bbf73,reported,reported,Protopanaxadio+Xy l/Ara+Glc+ malonyl,,ginsenoside,,C50H82O20,1002.53994503426,negative,[M-H]-,1047.54,915.5372;753.4806,,reported,,chunk_1e0fe7dfbd0154011493,candidate,Structured compound record mined from local corpus text.
cmp_c535298a28a5f9,entity_c535298a28a5f95b,reported,reported,Vina-ginsenosideR3,,ginsenoside,,C48H82O17,930.55520117555,negative,[M-H]-,929.5488,767.4883;605.4429;443.3901,,reported,,chunk_ef9bb6d4a9d09957c557,candidate,Structured compound record mined from local corpus text.
cmp_09035164bdcea2,entity_09035164bdcea262,reported,reported,Protopanaxadiol+Gl,,ginsenoside,,C54H90O24,1122.5822037703801,negative,[M-H]-,1121.5736,1077.593,,reported,,chunk_8ffa28b78e00a2455654,candidate,Structured compound record mined from local corpus text.
cmp_a2b20bf18c50d7,entity_a2b20bf18c50d7c5,reported,reported,Acetyl malonyl-ginsenosid e Rd,,ginsenoside,,C53H86O22,1074.56107440232,negative,[M-H]-,1073.5514,945.5403;783.4893;621.4393;459.3838;945.5427;783.4915;621.437;945.545;783.4891;459.3848;987.548;945.5433;783.4905;621.4371;945.5449;783.4931;621.4382;459.3879;945.5457;783.4878;621.4355;459.3851;945.5417;783.4879;621.4317;459.3862,,reported,,chunk_078952a531a177152e4d;chunk_175cdc5fd983d2b95ed5;claim_struct_e3aaf1cd82757082;chunk_c2ab41f00d09b15ff5ee;claim_struct_246b7903cdf16c38;chunk_4635eda5be96c6c9674b;claim_struct_11c2ee07848d6ea9;chunk_20e092a87c11c4754244;claim_struct_eba52cd425c24f03;chunk_9c6ba1d3aa4dfe562857;claim_struct_3999cc9bb1d31474;chunk_6e58798f789a38e57e65;claim_struct_230a79213dd61091,candidate,Structured compound record mined from local corpus text.
cmp_340deae1a718e5,entity_340deae1a718e585,reported,reported,Dehydrated-protop anaxatriol+3Glc+Ma lonyl+(E)-but-2-eno yl,,ginsenoside,,C55H86O22,1098.56107440232,negative,[M-H]-,1097.5515,1011.4634;943.5273;781.4724,,reported,,chunk_078952a531a177152e4d,candidate,Structured compound record mined from local corpus text.
cmp_660e4572f39b3e,entity_660e4572f39b3e55,reported,reported,Acetyl-pseudoginse noside RC1,,ginsenoside,,C52H86O20,1030.57124516318,negative,[M-H]-,1029.5641,945.5451;783.4882;621.432;459.3834;945.5437;783.4911;621.4375;459.3823;945.5422;783.4902;621.4365;459.3865;945.5418;783.4908;621.4369;459.3848;987.5574;945.5454;621.4359;459.3846;945.5439;783.4916;945.5402;783.4921;621.4385;459.3853;945.5447;783.4893;621.4305;459.3837;945.5423;621.4372;459.3856;945.5441;783.4896;621.4382;459.3838,,reported,,chunk_05215cba2cc20e88196f;chunk_1eda5cf61ffc0b41234f;chunk_e0531c1f5191da1fbc18;claim_struct_9d23c8a01a6917b8;chunk_a9bfb981426416d043aa;chunk_6e58798f789a38e57e65;claim_struct_fbfd87e137165488;chunk_9b90b4f8529de85fb72a;claim_struct_46d363746d5e389b;chunk_4635eda5be96c6c9674b;claim_struct_38db23d75a7be0d0;chunk_20e092a87c11c4754244;claim_struct_c6e18a2a73bd5011;chunk_bfa15bc39fdc8146ca2c;claim_struct_611987791124ac55;chunk_e366723caf85bfe38800;claim_struct_ed9a3c1a1331f210,candidate,Structured compound record mined from local corpus text.
cmp_4e42a0cea1847e,entity_4e42a0cea1847eae,reported,reported,Dehydrated-protop anaxatriol+2Acetyl+,,ginsenoside,,C52H84O20,1028.55559509872,negative,[M-H]-,1027.5476,943.5278;925.5139,,reported,,chunk_45cfe46e9d300a303827,candidate,Structured compound record mined from local corpus text.
cmp_f6026d92bfd39d,entity_f6026d92bfd39deb,reported,reported,Di-malonyl-ginseno side Rd isomer,,ginsenoside,,C54H85O24,1117.54307860923,negative,[M-H]-,1117.5428,945.5441;783.4751;621.4387;459.3778;945.5416;783.4908;621.4375;459.3872;945.5449;783.494;621.4393;459.3851;945.5372;783.489;621.4385;459.386,,reported,,chunk_f0fb0dbd170263a39611;chunk_f2cd48eb184490766ebe;chunk_d739fafe97e180a0fa51;claim_struct_1fddc24f1e5b5fc3;chunk_20e092a87c11c4754244;claim_struct_015bd75066f08656,candidate,Structured compound record mined from local corpus text.
cmp_2b2ef23c6634f7,entity_2b2ef23c6634f70f,reported,reported,Protopanaxatriol+A cetyl Glc,,ginsenoside,,C38H64O10,680.44994825842,negative,[M-H]-,679.4432,475.3795,,reported,,chunk_f0fb0dbd170263a39611,candidate,Structured compound record mined from local corpus text.
